"","home","Pts","X1stD","TotYd","TOLost","TOGained","Cmp","SkYds","QBR","RA","Pnt","ToP","X3DRate"
"380",0,9,14,248,2,1,19,36,44.4,14,5,1579,0.142857142857143
"381",1,43,23,304,1,5,22,6,74.6,32,3,2098,0.473684210526316
"382",1,16,21,332,1,1,19,11,79.2,21,5,1386,0.384615384615385
"383",0,17,19,319,3,1,22,14,71.4,20,2,1545,0.75
"384",1,27,23,369,0,0,34,24,108.5,13,5,1691,0.4
"385",0,14,23,367,1,2,27,23,118.4,23,5,1992,0.5
"386",0,27,25,385,2,1,29,7,96.6,26,1,1992,0.5
"387",1,6,19,260,0,0,21,28,68.3,26,6,1738,0.214285714285714
"388",0,25,19,348,3,1,35,7,76.1,20,4,2011,0.4
"389",0,17,18,296,1,1,27,16,109.4,20,6,1689,0.384615384615385
"390",1,30,24,374,0,0,25,8,110.7,28,4,1843,0.625
"391",1,27,28,450,2,1,33,0,107.3,29,2,2154,0.642857142857143
"392",0,30,21,397,2,2,25,11,94.3,22,3,1522,0.461538461538462
"393",1,13,17,213,2,1,20,15,65.5,20,4,1477,0.3
"394",0,27,18,366,0,1,23,11,134.3,25,5,1659,0.384615384615385
"395",0,3,11,214,3,1,10,20,10.5,24,5,1339,0.0909090909090909
"396",1,0,11,165,4,1,20,33,30.9,16,5,1637,0.181818181818182
"397",0,21,21,332,1,2,19,7,80.1,29,5,1852,0.416666666666667
"398",1,17,21,380,1,1,30,38,89.4,23,5,1966,0.529411764705882
"399",0,29,20,318,1,3,19,0,98.8,36,2,2077,0.5
"400",0,13,13,275,1,1,19,23,89.7,23,2,1773,0.384615384615385
"401",1,20,14,254,1,1,18,8,114.4,18,2,1315,0.25
"402",0,15,18,265,1,3,13,28,79.8,22,4,1433,0.142857142857143
"403",1,20,13,257,3,0,20,21,74.7,12,2,1243,0.3
"404",1,26,26,416,2,1,20,0,79.7,38,4,2024,0.384615384615385
"405",0,27,17,261,3,3,17,25,77.6,27,1,1776,0.3
"406",0,27,24,386,2,1,13,22,95.2,31,1,1694,0.571428571428571
"407",1,23,19,333,1,2,7,8,39.6,35,3,1456,0.333333333333333
"408",0,15,19,261,0,0,14,37,80.4,31,6,1834,0.428571428571429
"409",1,28,18,289,0,3,13,8,142.3,40,5,2005,0.642857142857143
"410",0,17,13,214,0,0,8,17,113.3,29,6,1615,0.4
"411",1,37,21,406,2,1,20,14,103.1,37,4,2194,0.5
"412",1,17,19,315,2,2,12,15,66.2,35,4,1909,0.454545454545455
"413",0,15,20,291,1,0,19,33,84.4,25,5,1548,0.272727272727273
"414",1,27,18,280,2,1,13,0,100.2,33,3,1490,0.222222222222222
"415",0,13,18,332,1,1,15,9,76.2,29,3,1611,0.4
"416",1,16,18,306,1,0,13,7,71.5,28,3,1625,0.3
"417",0,18,21,320,1,1,13,8,58,39,5,1856,0.5625
"418",0,9,17,327,1,0,22,6,84.4,33,3,1964,0.357142857142857
"419",1,20,20,298,1,0,19,3,89.6,34,3,1944,0.454545454545455
"420",1,30,22,382,1,1,19,16,106,35,3,2089,0.4
"421",0,18,14,237,5,4,14,34,26.8,24,4,1521,0.470588235294118
"422",1,7,16,278,3,0,13,25,45,33,5,1751,0.3125
"423",1,7,17,267,4,2,16,8,52.6,24,6,1418,0.181818181818182
"424",0,14,10,251,1,2,11,13,88,23,6,1298,0.333333333333333
"425",1,6,8,147,3,4,14,34,12,25,9,1781,0.166666666666667
"426",1,23,22,379,3,1,28,5,95.9,34,3,2165,0.466666666666667
"427",0,10,14,201,4,0,23,18,48.9,17,5,1412,0.5
"428",1,3,15,195,2,1,17,39,42.4,24,7,1519,0.0833333333333333
"429",0,16,18,300,1,2,16,9,74.2,31,5,1720,0.4
"430",1,13,9,270,2,2,13,23,45.2,22,9,1527,0.0769230769230769
"431",0,23,16,326,1,3,16,20,60.9,27,4,1696,0.466666666666667
"432",0,14,18,283,1,2,18,17,52.6,30,7,1830,0.333333333333333
"433",1,10,13,288,2,1,15,31,48.1,28,7,1510,0.230769230769231
"434",1,19,16,303,1,2,13,15,104.3,45,3,2216,0.266666666666667
"435",0,3,7,119,2,2,10,27,32.7,22,8,1476,0.230769230769231
"436",0,10,12,291,2,1,19,28,65.1,19,7,1470,0.230769230769231
"437",0,21,26,477,1,1,24,19,108.3,27,7,1967,0.272727272727273
"438",1,23,26,475,4,1,28,28,69.5,21,2,1954,0.461538461538462
"439",1,16,16,265,0,1,18,0,75.4,28,8,1774,0.375
"440",0,29,24,543,1,1,27,0,83.1,26,2,2009,0.166666666666667
"441",1,27,20,381,1,1,16,5,82.6,22,3,1520,0.583333333333333
"442",0,17,24,368,3,0,21,8,43.6,26,2,1766,0.666666666666667
"443",1,33,20,407,0,3,18,24,123.2,37,3,2130,0.416666666666667
"444",1,21,21,405,2,1,22,25,114.6,27,4,1675,0.5
"445",1,3,16,279,2,1,23,46,56.9,19,8,1644,0.214285714285714
"446",0,35,24,409,4,3,22,8,49.3,26,3,1613,0.3
"447",0,27,22,377,1,2,20,32,91,35,4,2177,0.5
"448",0,38,26,385,0,1,13,9,108.5,39,3,1961,0.545454545454545
"449",1,23,19,416,2,0,19,17,66.1,23,6,1757,0.384615384615385
"450",0,28,20,316,0,3,14,10,104.5,34,5,1954,0.642857142857143
"451",1,48,20,433,0,4,12,8,140.4,31,2,1623,0
"452",0,17,21,301,2,1,15,21,71.6,24,4,1526,0
"453",0,10,16,301,2,0,23,12,81.8,13,6,1353,0.2
"454",1,35,23,463,1,2,14,9,127.9,41,5,1776,0.5
"455",1,7,22,327,5,0,19,21,45.9,20,3,1430,0.444444444444444
"456",0,28,21,404,1,1,15,10,112.9,35,6,1806,0.363636363636364
"457",1,12,13,190,2,3,12,33,52.1,19,7,1463,0.181818181818182
"458",1,14,18,328,2,1,21,17,71.5,21,6,1583,0.2
"459",0,22,21,416,2,3,20,17,55.2,36,3,2198,0.526315789473684
"460",0,21,18,330,0,0,13,0,100.1,27,5,1480,0.454545454545455
"461",1,14,19,250,2,2,21,43,69,21,9,1894,0
"462",1,21,18,331,1,3,16,18,93.2,34,6,1910,0.529411764705882
"463",0,30,24,398,0,3,18,17,122.5,35,5,2112,0.5
"464",0,21,19,385,0,0,15,12,119.4,22,4,1367,0.6
"465",1,30,23,475,0,1,23,7,109.2,32,2,2147,0.6
"466",0,31,29,372,1,2,19,14,97.7,39,4,2252,0.5
"467",1,17,16,271,2,1,18,11,73.8,28,4,1855,0.4
"468",0,44,28,530,1,1,17,3,63,39,2,2035,0.625
"469",1,7,17,253,2,1,16,6,96.1,26,5,1786,0.454545454545455
"470",0,23,25,308,1,2,21,46,74.8,32,5,2021,0.4375
"471",1,38,27,402,2,3,15,15,102.1,46,2,2207,0.571428571428571
"472",0,6,21,353,4,3,21,50,42.5,20,4,1864,0.416666666666667
"473",0,35,22,367,0,2,20,6,142.5,39,3,2187,0.583333333333333
"474",1,30,21,282,0,3,15,24,130.4,38,3,2000,0.222222222222222
"475",0,31,21,324,0,1,23,26,108.2,27,5,2073,0.416666666666667
"476",1,34,27,373,2,4,23,7,67.6,33,3,2191,0.571428571428571
"477",0,10,15,250,2,2,16,28,49.1,31,7,1923,0.411764705882353
"478",1,24,20,300,0,2,19,12,123.7,23,2,1754,0.727272727272727
"479",0,20,20,295,1,1,19,15,59,28,7,1812,0.352941176470588
"480",1,27,20,426,2,2,18,0,85.8,34,3,2065,0.384615384615385
"481",0,13,16,239,0,0,22,49,79.4,23,5,1947,0.4
"482",1,30,21,392,0,1,16,12,116.8,36,2,1981,0.454545454545455
"483",1,17,10,222,1,2,13,40,74.2,18,8,1272,0
"484",0,21,16,283,2,1,15,0,80.6,29,6,1534,0.466666666666667
"485",0,20,19,334,0,3,24,9,107.6,33,6,2112,0.4
"486",1,24,20,313,0,3,22,30,96.6,24,6,1759,0.25
"487",1,19,20,349,2,0,29,23,108.5,10,4,1521,0.333333333333333
"488",0,10,20,315,1,0,20,20,91.3,26,4,1776,0.666666666666667
"489",1,31,22,322,3,4,19,24,82,26,5,1621,0.416666666666667
"490",0,37,29,431,1,2,29,0,85.8,34,1,2370,0.470588235294118
"491",0,17,23,331,1,0,22,25,79.3,25,7,1811,0.333333333333333
"492",1,9,17,266,2,2,12,19,57.4,31,2,1860,0.2
"493",1,10,15,231,2,2,10,29,35.1,22,6,1482,0.428571428571429
"494",0,21,21,317,5,0,25,91,62,32,7,2285,0.5
"495",1,17,22,391,2,1,23,7,81.5,25,6,1682,0.230769230769231
"496",0,13,23,348,1,0,18,24,62.8,33,6,2148,0.4375
"497",0,41,24,497,0,2,21,0,114,40,4,2160,0.466666666666667
"498",1,19,28,392,1,3,25,8,90.5,32,3,2243,0.384615384615385
"499",1,17,27,404,2,1,18,6,74,45,4,2283,0.5625
"500",0,34,17,306,0,3,10,2,104.2,35,3,1873,0.4
"501",0,20,17,263,1,3,18,17,69,35,4,2046,0.470588235294118
"502",1,24,25,350,1,1,18,17,69.4,33,7,1949,0.307692307692308
"503",1,27,24,431,0,2,20,3,119.3,30,4,1636,0.454545454545455
"504",0,37,17,244,1,5,11,13,95.1,33,4,1670,0.272727272727273
"505",0,27,25,383,2,0,20,21,63.2,33,5,1932,0.363636363636364
"506",1,27,21,394,3,1,14,7,58,33,4,1734,0.222222222222222
"507",1,29,17,379,3,4,16,9,75.8,36,7,2020,0.25
"508",1,37,20,427,1,2,15,0,104.4,36,6,1932,0.333333333333333
"509",0,27,24,303,0,2,21,33,110.7,34,4,2155,0.538461538461538
"510",1,44,27,368,0,5,21,20,120.8,39,4,2287,0.5
"511",0,33,18,294,0,3,16,18,76.9,37,2,2114,0.5
"512",0,41,33,497,3,1,28,9,121.1,34,3,2194,0.375
"513",1,38,20,424,0,4,19,19,141.3,32,4,1881,0.5
"514",0,38,28,480,1,2,25,31,114,29,7,1852,0.529411764705882
"515",0,13,18,268,1,1,17,29,65,20,3,1462,0.4
"516",1,38,23,366,2,3,21,38,133.2,32,2,1910,0.7
"517",0,20,21,333,1,3,18,18,67.2,32,4,1939,0.6
"518",1,46,26,529,4,3,24,0,111.8,37,3,2154,0.466666666666667
"519",1,10,18,306,3,0,22,64,41.6,28,4,2092,0.375
"520",0,33,20,378,2,1,31,8,87.9,15,6,1571,0.4375
"521",1,14,20,414,4,0,18,0,67.3,25,4,1551,0.125
"522",0,38,32,406,2,1,27,19,82.1,27,5,1865,0.272727272727273
"523",1,30,19,349,1,2,14,4,77.4,36,3,1848,0.428571428571429
"524",0,13,16,244,0,1,20,40,88.7,25,6,2052,0.4
"525",1,17,22,341,2,1,23,19,76.9,29,5,2112,0.428571428571429
"526",1,23,17,223,0,2,14,19,69.4,27,6,1665,0.411764705882353
"527",0,32,19,358,2,2,14,17,83.8,25,6,1583,0.3
"528",0,7,14,271,2,1,14,0,57.9,21,6,1559,0.416666666666667
"529",1,28,17,272,1,5,10,14,52.4,38,5,1957,0.333333333333333
"530",0,26,22,438,0,3,21,10,100.1,33,6,2079,0.266666666666667
"531",1,16,17,302,2,0,18,15,43.1,23,3,1635,0.266666666666667
"532",0,16,18,335,3,2,18,30,47.3,32,4,1944,0.266666666666667
"533",0,23,20,287,2,2,14,0,87.2,38,3,2061,0.538461538461538
"534",1,9,19,255,0,0,20,50,77.3,28,6,2333,0.4375
"535",1,13,18,288,3,0,19,28,31.9,22,3,1731,0.5
"536",0,33,28,444,2,0,22,12,129.1,29,1,1733,0.666666666666667
"537",0,27,16,362,0,1,26,21,139.1,28,5,2123,0.4375
"538",1,23,23,305,3,1,28,14,47.4,25,3,1886,0.25
"539",0,3,20,293,3,0,21,26,51.7,30,5,2315,0.4
"540",0,17,14,254,1,3,18,0,66.4,31,7,1931,0.470588235294118
"541",1,20,20,330,2,1,13,8,69.6,38,5,1972,0.307692307692308
"542",1,45,30,548,0,1,21,0,120.4,36,2,2139,0.785714285714286
"543",0,35,17,299,0,1,11,14,57.7,33,6,1910,0.214285714285714
"544",0,21,16,279,1,1,17,16,101.3,23,5,1599,0.3
"545",1,31,15,345,1,3,13,8,63.6,36,6,1878,0.333333333333333
"546",1,31,29,387,0,4,20,6,127.2,38,4,2037,0.5
"547",1,22,20,255,1,3,16,20,59.8,31,3,1830,0.307692307692308
"548",0,10,15,248,3,0,14,19,29.2,24,7,1518,0.333333333333333
"549",1,16,20,293,1,1,17,15,80,32,6,1836,0.333333333333333
"550",0,24,27,439,1,1,32,17,103.7,18,4,1818,0.454545454545455
"551",1,31,23,377,0,4,15,3,107.5,41,4,2035,0.461538461538462
"552",1,33,21,350,2,3,21,5,74.9,31,3,2127,0.307692307692308
"553",0,17,22,350,3,0,27,6,92.6,18,3,1476,0.333333333333333
"554",0,21,19,371,0,1,25,19,99.3,17,5,1483,0.454545454545455
"555",1,36,22,386,0,3,22,0,117.6,33,3,2041,0.5
"556",1,42,22,407,0,2,19,19,130.1,32,4,1860,0.4
"557",0,21,18,242,2,0,23,46,96.4,22,5,1765,0.363636363636364
"558",0,19,20,387,1,0,25,26,108.6,16,5,1700,0.454545454545455
"559",1,27,26,476,1,0,25,0,110.6,27,1,1774,0.375
"560",0,17,27,444,4,1,28,24,61.3,19,2,1806,0.375
"561",0,20,22,393,1,2,27,1,73.5,25,4,2030,0.357142857142857
"562",1,9,13,247,2,2,17,32,67.2,23,6,1491,0.466666666666667
"563",1,10,29,436,4,2,37,17,61.7,25,3,2249,0.5
"564",0,33,25,374,0,1,18,5,110.8,37,3,2006,0.461538461538462
"565",1,27,21,343,3,1,25,23,69.6,23,4,1604,0.454545454545455
"566",1,14,20,352,1,0,25,20,68.5,19,5,1567,0.214285714285714
"567",0,38,21,413,1,2,19,21,141,31,3,1696,0.4
"568",0,16,19,297,3,2,24,29,85.8,28,4,1838,0.5
"569",1,34,22,445,0,3,17,21,80,27,5,1656,0.333333333333333
"570",0,37,17,268,1,7,20,18,102.2,29,7,1870,0.2
"571",0,13,12,230,3,1,19,58,23.6,19,7,1619,0.153846153846154
"572",1,30,22,370,1,3,17,18,82,33,4,1997,0.357142857142857
"573",0,16,26,401,2,0,28,26,81.6,23,3,1718,0.4
"574",1,3,17,347,4,0,31,55,42.9,15,4,1714,0.142857142857143
"575",0,31,26,351,1,1,23,26,109.7,29,3,1893,0.384615384615385
"576",1,21,22,278,2,0,27,65,75.7,20,8,1763,0.3125
"577",0,20,27,345,4,0,28,48,71.7,22,4,1696,0.3
"578",1,24,28,414,3,1,25,8,56.5,29,4,1722,0.454545454545455
"579",0,6,19,286,3,0,28,37,44.6,21,3,1941,0.285714285714286
"580",1,10,16,329,3,0,26,11,53.8,18,7,1460,0.3125
"581",1,30,22,388,0,0,22,10,97.5,30,2,1728,0.538461538461538
"582",0,17,24,427,4,2,33,27,80.6,24,2,2072,0.545454545454545
"583",0,21,14,302,0,4,22,14,111.5,21,4,1729,0.25
"584",1,31,30,444,1,1,26,0,98.5,35,1,2228,0.636363636363636
"585",0,23,24,437,0,1,27,0,119.3,27,3,1985,0.5
"586",1,16,23,303,3,1,16,25,46.8,29,1,1866,0.230769230769231
"587",0,24,18,283,0,1,23,8,127.1,14,1,1519,0.666666666666667
"588",1,17,18,304,1,1,16,22,72.6,22,2,1410,0.2
"589",0,31,30,435,0,1,37,7,104.7,24,2,2281,0.4375
"590",1,23,13,187,1,1,20,26,88.7,16,4,1435,0.111111111111111
"591",1,20,20,374,2,1,24,0,75.7,34,4,2208,0.333333333333333
"592",0,27,21,374,1,3,19,0,74.7,28,3,1727,0.428571428571429
"593",1,27,22,370,0,1,30,38,90.1,21,4,1828,0.428571428571429
"594",0,16,20,364,1,0,21,9,81.7,27,4,1851,0.333333333333333
"595",0,20,19,280,2,4,19,30,80.5,35,5,2136,0.4
"596",1,7,17,320,5,0,18,25,30.7,20,3,1746,0.111111111111111
"597",1,19,18,381,1,1,24,9,100.9,27,6,1880,0.285714285714286
"598",1,26,28,383,1,2,26,11,97.9,33,4,2312,0.533333333333333
"599",0,24,28,407,0,0,23,14,94,33,3,2145,0.454545454545455
"600",0,28,24,379,2,0,26,35,81.8,24,3,2016,0.307692307692308
"601",1,18,17,267,3,2,21,19,42.4,30,7,2103,0.333333333333333
"602",1,28,20,306,3,1,17,19,53.7,23,6,1594,0.166666666666667
"603",0,3,11,173,1,0,19,28,44.5,17,7,1525,0.133333333333333
"604",0,19,21,332,1,2,13,0,66.9,47,4,2123,0.588235294117647
"605",1,6,13,240,3,2,16,10,25.1,23,4,1651,0.272727272727273
"606",0,34,24,341,2,2,25,0,84.8,37,3,2262,0.466666666666667
"607",1,21,18,297,0,1,21,3,120.1,21,4,1447,0.222222222222222
"608",0,10,10,198,3,1,10,45,7.4,18,6,1346,0.285714285714286
"609",1,21,21,334,3,1,21,10,66.7,26,2,1523,0.363636363636364
"610",0,14,19,275,1,1,18,32,53,29,4,1885,0.411764705882353
"611",1,6,16,273,1,0,22,45,52.6,15,5,1596,0.388888888888889
"612",0,10,16,178,2,0,17,42,55,26,5,1831,0.428571428571429
"613",0,17,18,317,2,0,29,12,84.2,26,2,2105,0.285714285714286
"614",1,24,15,261,1,0,16,28,80.3,19,5,1294,0.363636363636364
"615",0,16,18,275,2,0,14,16,72.3,23,5,1435,0.166666666666667
"616",1,22,12,293,0,3,12,22,80.1,31,6,1810,0.285714285714286
"617",1,16,11,220,3,1,22,17,60,13,4,1285,0.2
"618",1,15,15,308,1,1,25,31,66,17,3,1782,0.2
"619",0,10,8,203,1,1,13,9,55.7,21,7,1375,0.2
"620",1,21,14,343,0,0,16,7,125.2,27,7,1764,0.333333333333333
"621",0,34,23,478,1,2,19,8,79.5,36,3,1891,0.384615384615385
"622",0,21,13,228,3,0,17,0,66.5,18,5,1239,0.25
"623",1,25,18,333,0,1,10,7,80.5,47,5,2052,0.4
"624",0,3,13,205,3,1,21,27,51.2,17,6,1606,0.25
"625",1,23,19,349,1,2,11,0,103.8,46,5,2223,0.166666666666667
"626",0,30,24,328,0,2,14,15,82.8,46,2,2356,0.461538461538462
"627",1,16,12,209,0,0,14,37,101.4,16,4,1429,0.363636363636364
"628",1,37,30,570,0,1,15,0,121.4,43,3,2113,0.333333333333333
"629",0,24,22,400,3,1,23,15,106.4,22,5,1610,0.363636363636364
"630",0,10,14,203,2,1,5,11,2.8,41,6,1855,0.571428571428571
"631",1,19,23,463,4,3,23,10,107.1,31,5,2082,0.428571428571429
"632",0,27,14,308,0,3,21,7,135.7,19,6,1580,0.0909090909090909
"633",1,20,18,276,1,2,16,22,79.1,18,2,1451,0.333333333333333
"634",0,3,6,110,3,3,15,63,30.6,16,9,1595,0
"635",0,23,13,247,4,3,8,22,10.1,42,6,1819,0.2
"636",1,20,15,307,0,0,17,44,64.7,14,8,1537,0
"637",1,14,19,322,6,3,26,25,51.7,16,7,1848,0.2
"638",0,22,19,283,1,3,17,10,96.2,31,4,1873,0.583333333333333
"639",1,27,18,360,2,4,22,7,86.6,37,4,2079,0.578947368421053
"640",0,16,19,268,1,1,16,23,60.9,40,4,2271,0.555555555555556
"641",1,31,18,349,0,1,14,29,140.5,28,5,1682,0.3
"642",0,24,23,311,1,0,21,37,111.1,28,3,1999,0.555555555555556
"643",1,7,12,185,4,0,12,14,30.6,14,5,1219,0.375
"644",0,40,17,293,1,5,14,5,105.7,33,3,1890,0.2
"645",1,38,16,322,1,2,13,13,102,27,4,1569,0.333333333333333
"646",0,3,13,227,2,2,21,51,38.1,20,8,1840,0.3125
"647",1,30,17,377,1,3,22,23,104.8,27,6,1999,0.375
"648",0,13,18,246,1,1,19,58,61.9,12,8,1426,0.166666666666667
"649",1,17,12,291,2,2,21,24,76.2,12,7,1351,0.25
"650",1,34,15,317,1,1,9,9,44.5,31,4,1591,0.3
"651",0,13,23,359,0,1,28,12,98.2,25,5,2343,0.307692307692308
"652",1,39,22,377,1,0,21,9,114.7,28,3,1840,0.363636363636364
"653",0,24,19,395,2,4,17,8,59.1,33,6,1992,0.307692307692308
"654",0,30,22,372,2,2,18,0,96.9,34,3,2007,0.5
"655",1,37,12,216,1,6,9,16,61.9,35,6,1746,0.230769230769231
"656",1,31,23,378,1,3,18,0,94,32,3,1990,0.571428571428571
"657",0,20,18,401,3,1,18,25,54.1,27,5,1798,0.428571428571429
"658",1,3,11,181,3,1,11,45,16,24,7,1638,0
"659",0,10,12,245,1,2,12,29,73.6,38,11,1907,0.133333333333333
"660",1,14,13,221,5,1,11,34,27.3,31,6,1703,0.3
"661",0,21,24,441,2,0,19,0,76.8,42,2,2148,0.5
"662",0,17,10,209,3,3,15,43,68.2,25,7,1726,0.384615384615385
"663",1,41,26,428,1,5,21,19,96.6,33,5,2128,0.333333333333333
"664",0,10,11,168,4,2,11,52,21.3,23,6,1669,0.333333333333333
"665",1,23,20,274,1,2,17,12,57.3,34,4,2036,0.285714285714286
"666",0,34,18,360,1,5,18,8,138.7,28,3,1850,0.583333333333333
"667",0,41,26,501,1,3,23,5,88.3,33,3,2160,0.588235294117647
"668",1,13,19,296,0,4,17,25,73,32,8,2075,0.352941176470588
"669",1,23,18,210,3,2,19,55,75.1,19,4,1402,0.25
"670",0,51,21,365,1,5,19,24,134.3,36,3,2221,0.428571428571429
"671",1,6,8,249,4,2,18,0,39.2,23,5,1732,0.153846153846154
"672",0,7,12,143,2,0,14,49,44.9,28,5,1795,0.25
"673",1,28,23,296,2,3,23,5,85.8,39,4,2250,0.578947368421053
"674",1,17,22,365,0,1,17,0,119.6,33,5,1972,0.5
"675",0,14,22,438,2,1,28,4,68.1,18,6,1902,0.411764705882353
"676",1,13,12,190,1,2,12,28,67,23,6,1597,0
"677",0,28,15,297,1,3,12,1,76.6,33,9,1685,0.230769230769231
"678",0,26,19,389,0,4,18,12,94.2,35,5,2049,0.266666666666667
"679",1,24,17,323,1,3,21,0,93.2,28,5,1890,0.428571428571429
"680",1,31,24,411,4,3,27,8,96.8,27,3,1834,0.583333333333333
"681",0,40,15,258,0,5,20,8,89.7,28,6,1896,0.333333333333333
"682",0,32,18,417,4,3,27,31,62.9,16,5,1691,0.0769230769230769
"683",1,18,20,434,1,0,24,18,125.8,18,4,1440,0.4
"684",1,27,26,372,0,3,24,0,106.5,29,3,1975,0.454545454545455
"685",0,41,21,359,1,1,17,13,82.3,22,3,1564,0.25
"686",0,27,25,442,0,1,22,1,90.6,33,6,1989,0.428571428571429
"687",1,19,19,338,1,1,27,12,78.6,20,5,1895,0.411764705882353
"688",1,23,18,319,0,2,19,1,92.8,26,6,1838,0.384615384615385
"689",0,21,30,424,3,0,36,8,101.7,26,3,2169,0.6
"690",0,20,20,480,1,1,23,10,113.8,25,7,2048,0.181818181818182
"691",1,45,33,490,0,0,27,7,141.1,32,0,2204,0.727272727272727
"692",0,38,23,440,3,2,22,4,101.7,31,3,2088,0.642857142857143
"693",0,11,18,257,2,1,22,46,67.9,19,6,1780,0.357142857142857
"694",1,28,17,345,2,2,15,2,103.5,24,4,1491,0.5
"695",1,20,29,427,3,1,34,8,85.5,18,4,2082,0.416666666666667
"696",0,28,19,216,0,4,23,6,118.5,17,6,1569,0.333333333333333
"697",0,27,17,257,1,3,23,28,91.7,21,5,1688,0.466666666666667
"698",1,17,33,496,2,0,23,4,83.2,41,0,2182,0.636363636363636
"699",0,24,17,347,4,3,28,27,92.4,22,4,1979,0.384615384615385
"700",0,27,23,478,0,1,26,6,109,29,5,2175,0.466666666666667
"701",1,14,14,224,3,0,21,18,72.2,14,3,1358,0.416666666666667
"702",0,23,27,384,2,0,21,18,96.2,26,4,1637,0.363636363636364
"703",0,14,21,311,3,1,23,27,64.2,24,4,1819,0.25
"704",1,21,24,468,2,1,31,0,98,31,2,2318,0.588235294117647
"705",1,21,12,204,1,4,17,18,84.2,26,9,1790,0.25
"706",0,17,18,269,2,1,31,24,74.7,8,6,1595,0.416666666666667
"707",1,28,23,376,2,0,32,0,96.4,15,4,1652,0.2
"708",1,15,16,278,3,1,17,41,50.3,20,6,1589,0.166666666666667
"709",1,14,17,234,1,3,23,11,75.8,22,6,1684,0.333333333333333
"710",0,9,12,264,0,1,23,7,74.4,21,4,1893,0.266666666666667
"711",1,23,25,402,1,0,18,12,66.1,33,1,1912,0.647058823529412
"712",1,23,18,335,2,2,22,15,73.2,28,5,1796,0.166666666666667
"713",0,0,7,146,0,0,9,15,58.7,27,10,1644,0.230769230769231
"714",1,22,23,371,3,2,28,8,88.6,29,3,2002,0.588235294117647
"715",0,18,21,328,1,0,26,11,87.4,26,5,2017,0.428571428571429
"716",0,34,24,444,1,3,26,0,88.8,31,5,2014,0.428571428571429
"717",1,20,18,305,0,1,22,3,94,25,5,1962,0.25
"718",0,22,25,446,2,1,27,8,99.7,29,2,2015,0.6
"719",0,37,17,397,2,2,19,14,148.6,37,4,2062,0.25
"720",1,15,19,347,2,0,18,4,69.9,25,4,1607,0.333333333333333
"721",0,17,17,290,0,2,19,11,89.3,31,8,1872,0.357142857142857
"722",1,20,20,364,1,0,18,8,63.1,42,6,2244,0.470588235294118
"723",1,21,20,377,1,1,19,25,113.6,22,5,1538,0.454545454545455
"724",0,17,21,293,2,0,26,32,89.8,20,4,1670,0.416666666666667
"725",0,26,21,327,0,3,20,3,99.8,39,5,2223,0.4
"726",1,20,16,342,3,0,17,14,94.9,24,2,1650,0.583333333333333
"727",0,14,14,258,1,1,16,31,71.8,20,7,1421,0.307692307692308
"728",1,14,16,284,3,0,21,15,79.7,18,4,1435,0.4
"729",0,17,21,390,2,1,30,5,93.2,14,4,1481,0.2
"730",1,17,23,408,0,2,28,8,119.2,29,4,1994,0.384615384615385
"731",0,23,25,522,1,0,33,0,120,19,2,1805,0.222222222222222
"732",1,16,22,389,0,2,30,5,78.4,27,6,2147,0.411764705882353
"733",0,10,13,189,2,1,10,10,21.3,18,5,1224,0.25
"734",1,20,19,403,0,0,20,7,99.5,29,5,1961,0.5
"735",0,10,15,283,4,1,16,21,52.2,20,5,1371,0.181818181818182
"736",0,16,17,315,1,0,17,30,77.4,25,6,1829,0.333333333333333
"737",1,21,25,411,2,0,28,0,72.8,22,4,1835,0.529411764705882
"738",1,26,19,326,1,0,11,8,95.6,40,6,1878,0.428571428571429
"739",0,17,16,296,0,2,20,8,91.1,17,4,1543,0.4
"740",1,27,29,449,4,0,30,8,81,19,2,1633,0.375
"741",1,21,31,458,5,0,24,5,62.3,26,1,1645,0.7
"742",0,10,19,323,5,1,13,9,62.5,37,3,1788,0.222222222222222
"743",1,17,20,301,0,0,26,37,82.9,19,5,1766,0.384615384615385
"744",0,7,19,310,4,1,31,11,75.2,16,3,1609,0.5
"745",1,23,18,306,2,2,15,17,71,38,6,2039,0.333333333333333
"746",0,14,20,308,4,0,21,13,65.8,30,3,1911,0.416666666666667
"747",1,17,16,274,2,0,13,7,78.8,29,7,1716,0.25
"748",0,27,18,342,2,3,9,23,112.6,54,9,2205,0.294117647058824
"749",1,17,5,153,0,3,4,22,100.3,26,6,1285,0.181818181818182
"750",0,12,17,307,1,2,14,14,45.1,31,5,1717,0.470588235294118
"751",1,16,14,323,1,0,21,29,93.5,17,5,1567,0.285714285714286
"752",1,24,24,398,1,1,18,3,87.6,30,4,1764,0.333333333333333
"753",0,3,8,140,2,3,17,13,36.7,14,6,1372,0.230769230769231
"754",1,14,8,147,0,1,12,17,112.5,19,5,1273,0.5
"755",0,33,29,482,0,2,25,21,109.6,38,3,2289,0.363636363636364
"756",0,10,22,349,3,1,31,8,66,15,5,1855,0.416666666666667
"757",1,20,16,258,0,3,14,32,82,31,8,1994,0.4375
"758",0,10,12,201,0,0,20,7,66.4,15,7,1445,0.0833333333333333
"759",0,23,18,294,1,2,23,16,75.3,27,4,2002,0.411764705882353
"760",1,24,20,271,2,2,25,15,81.1,27,5,2064,0.416666666666667
"761",0,16,21,316,2,4,24,26,70.4,31,3,2181,0.357142857142857
