"","home","Pts","X1stD","TotYd","TOLost","TOGained","Cmp","SkYds","QBR","RA","Pnt","ToP","X3DRate"
"1904",1,27,28,425,3,0,29,7,71.3,37,4,2235,0.470588235294118
"1905",0,7,16,250,2,1,16,34,59.1,16,6,1421,0.307692307692308
"1906",1,24,25,488,1,1,30,26,91.4,20,6,1893,0.142857142857143
"1907",1,13,18,306,2,0,12,17,53.9,28,3,1554,0.333333333333333
"1908",0,16,22,369,2,1,19,24,87,38,3,2271,0.307692307692308
"1909",0,16,16,248,2,0,20,18,54.3,22,3,1602,0.3
"1910",0,6,17,308,3,1,16,14,40.1,25,7,1779,0.153846153846154
"1911",1,15,15,267,1,1,22,24,89.6,31,8,1999,0.214285714285714
"1912",0,17,18,246,1,0,13,37,51.5,26,5,1654,0.384615384615385
"1913",0,31,17,351,0,0,17,0,147.5,24,5,1521,0.3
"1914",1,20,20,303,2,2,20,9,73.9,33,1,2013,0.571428571428571
"1915",1,35,16,242,0,2,14,13,130.6,35,7,1866,0.416666666666667
"1916",0,19,18,352,1,2,19,25,96.2,25,4,1888,0.25
"1917",1,34,23,362,0,1,13,9,84.2,44,4,2300,0.571428571428571
"1918",1,10,11,204,3,2,17,60,61.7,26,6,1719,0.2
"1919",0,30,17,448,3,3,10,23,117.5,38,6,1729,0.230769230769231
"1920",0,24,20,374,2,0,16,28,94.9,28,6,1744,0.384615384615385
"1921",1,19,14,210,2,3,22,7,60.4,26,4,1867,0.533333333333333
"1922",0,10,15,275,4,0,20,20,36.7,20,3,1516,0.2
"1923",1,35,24,452,0,1,18,11,89.4,43,7,2081,0.529411764705882
"1924",1,20,23,381,2,2,16,0,50.2,43,4,2013,0.526315789473684
"1925",0,21,21,480,4,2,26,37,82.8,29,5,2100,0.375
"1926",0,17,15,279,2,3,17,12,90.4,35,5,1729,0.307692307692308
"1927",1,17,12,192,0,1,21,29,107.8,17,6,1597,0.333333333333333
"1928",0,30,14,236,1,2,13,10,85.2,33,6,1727,0.307692307692308
"1929",0,20,20,365,0,0,22,9,89.9,18,4,1506,0.363636363636364
"1930",1,3,13,255,4,0,23,16,40.7,15,6,1607,0.153846153846154
"1931",0,14,16,184,3,0,14,17,44.3,24,6,1497,0.3
"1932",1,24,23,435,1,0,18,7,96,28,5,1681,0.444444444444444
"1933",1,16,15,277,1,1,13,10,64.7,27,5,1596,0.230769230769231
"1934",0,13,17,227,1,0,17,17,71.9,22,3,1768,0.384615384615385
"1935",1,24,26,389,1,0,22,11,118.3,36,1,2138,0.545454545454545
"1936",1,24,18,301,0,4,13,11,91.9,35,5,1817,0.5
"1937",0,0,16,256,2,0,20,26,62.7,15,5,1462,0.384615384615385
"1938",0,23,18,275,1,3,24,17,80.5,23,5,1967,0.5
"1939",0,24,21,398,1,1,23,22,104.7,27,5,1766,0.428571428571429
"1940",1,27,16,285,2,2,24,41,89.6,15,3,1371,0.583333333333333
"1941",0,17,19,331,4,1,22,33,54,19,4,1571,0.333333333333333
"1942",1,23,10,294,0,2,21,35,82.5,11,8,1424,0.1875
"1943",1,21,19,293,3,1,19,21,68.9,25,6,1788,0.230769230769231
"1944",0,17,23,301,3,1,22,47,56.2,31,4,2099,0.470588235294118
"1945",1,22,15,345,1,4,20,20,89.6,30,8,1700,0.214285714285714
"1946",0,19,16,213,1,1,27,18,82.5,14,5,1512,0.333333333333333
"1947",1,20,21,343,1,1,22,29,80.5,19,4,1716,0.2
"1948",1,16,13,332,1,1,28,30,83.4,17,6,1788,0.25
"1949",0,23,25,453,1,3,28,3,93.9,36,3,2332,0.4375
"1950",0,34,18,367,1,1,20,14,93.7,25,5,1735,0.428571428571429
"1951",1,24,20,378,1,1,25,23,118,23,4,1719,0.363636363636364
"1952",0,0,6,103,2,1,12,46,19.6,12,10,1409,0.142857142857143
"1953",1,7,18,296,3,0,20,0,42.1,22,5,1656,0.461538461538462
"1954",1,33,25,360,3,2,18,9,78.8,38,2,1827,0.538461538461538
"1955",0,10,23,290,2,0,31,31,71,21,6,1877,0.3125
"1956",1,15,18,332,0,2,21,14,69,20,7,1578,0.266666666666667
"1957",0,38,24,435,3,4,23,0,109.3,35,2,1854,0.454545454545455
"1958",1,24,19,349,3,0,20,7,82.3,23,3,1368,0.4
"1959",0,27,24,393,0,3,25,21,120.8,33,2,2242,0.363636363636364
"1960",0,27,17,326,1,3,16,18,70.8,24,5,1657,0.416666666666667
"1961",1,37,28,441,0,4,26,0,116.3,35,2,2167,0.571428571428571
"1962",0,16,20,228,2,1,27,29,78.6,19,4,1706,0.357142857142857
"1963",1,22,24,330,2,0,26,35,110.5,24,3,1942,0.444444444444444
"1964",0,36,25,313,1,1,26,12,103.5,21,3,1543,0.5
"1965",0,16,16,291,1,1,25,18,75.5,18,4,1645,0.384615384615385
"1966",1,13,16,249,0,1,23,41,93.7,16,5,1782,0.333333333333333
"1967",0,13,23,384,2,1,29,38,70.2,23,4,2026,0.1875
"1968",1,37,36,493,2,1,35,13,117.6,29,2,1986,0.692307692307692
"1969",1,24,23,387,1,1,23,51,82,20,5,1724,0.307692307692308
"1970",0,17,19,256,1,2,22,44,88.1,18,4,1326,0.416666666666667
"1971",0,20,17,386,0,0,30,15,106.6,16,6,1792,0.333333333333333
"1972",1,14,21,391,3,0,26,8,59,20,4,1687,0.307692307692308
"1973",1,14,17,226,2,1,19,31,50.1,11,7,1357,0
"1974",0,38,26,434,2,4,22,12,96,32,3,1913,0.555555555555556
"1975",1,44,21,503,1,1,19,41,158.3,35,5,1925,0.111111111111111
"1976",0,7,18,270,2,0,28,45,60.3,13,6,1643,0.181818181818182
"1977",0,17,29,397,1,0,27,27,98,24,3,1727,0.444444444444444
"1978",0,20,15,289,0,1,21,27,91.2,26,8,1733,0.333333333333333
"1979",1,14,9,210,1,2,13,48,81.9,14,7,1270,0.1
"1980",0,20,20,333,2,0,33,30,82.6,9,8,1724,0.266666666666667
"1981",1,15,8,219,1,2,9,4,77.1,26,9,1311,0.307692307692308
"1982",1,24,16,363,1,1,25,1,84.9,22,6,1769,0.4375
"1983",0,14,13,231,1,2,20,29,74,19,8,1267,0.142857142857143
"1984",1,12,22,361,1,0,26,50,78.7,25,3,1969,0.4
"1985",1,20,20,438,0,0,25,8,112,34,5,1865,0.470588235294118
"1986",0,10,11,214,0,2,16,36,69.6,20,7,1528,0.230769230769231
"1987",0,24,23,457,4,1,32,0,93.5,16,4,1394,0.5
"1988",1,30,23,426,3,1,25,8,93,25,6,1752,0.2
"1989",0,7,8,222,2,0,15,29,75.4,13,7,1318,0.181818181818182
"1990",1,17,8,200,2,0,12,42,52.5,17,6,1396,0.363636363636364
"1991",1,30,24,474,0,2,24,0,97.4,36,2,2190,0.5
"1992",1,28,26,454,0,0,15,6,98.4,42,5,2222,0.416666666666667
"1993",1,27,20,274,0,2,17,12,82.1,32,3,1822,0.454545454545455
"1994",0,31,17,337,1,4,17,9,129,25,5,1621,0.4
"1995",0,14,17,240,1,1,24,30,85.7,19,10,1721,0.0909090909090909
"1996",1,31,19,358,0,2,20,22,127.5,26,5,1832,0.5
"1997",0,6,16,277,3,2,29,11,62,16,6,1846,0.307692307692308
"1998",1,26,15,314,3,4,18,11,123.5,31,8,1804,0.307692307692308
"1999",0,34,13,303,1,4,12,0,126.2,27,6,1648,0.416666666666667
"2000",0,34,22,494,1,0,16,0,87.2,38,5,2020,0.416666666666667
"2001",1,14,16,280,2,0,24,0,93.4,23,5,1718,0.583333333333333
"2002",0,19,21,336,0,0,24,5,98.3,32,3,2002,0.384615384615385
"2003",0,6,16,225,2,1,26,25,57.2,15,7,1432,0.0833333333333333
"2004",1,0,11,186,1,0,20,36,65.8,15,6,1532,0.125
"2005",1,16,12,178,2,2,12,14,48.5,31,9,1785,0.333333333333333
"2006",0,20,20,289,1,1,19,0,76.7,31,2,2064,0.416666666666667
"2007",1,31,25,357,2,2,25,22,106.1,25,6,1918,0.384615384615385
"2008",0,0,13,196,2,0,25,25,44.8,19,8,1726,0.266666666666667
"2009",1,24,23,395,1,2,34,2,121.1,18,5,1744,0.416666666666667
"2010",0,21,17,313,1,0,22,0,82.4,17,4,1461,0.583333333333333
"2011",1,20,18,448,5,0,23,0,73.4,19,2,1691,0.461538461538462
"2012",0,17,15,221,3,2,23,61,62.6,19,5,1639,0.181818181818182
"2013",1,35,15,367,3,3,18,13,72.7,30,9,2062,0.266666666666667
"2014",1,27,21,362,0,2,25,21,109.8,30,7,2169,0.285714285714286
"2015",0,16,21,349,3,0,28,25,45.4,21,4,1945,0.3125
"2016",0,13,15,345,2,0,19,0,83.9,16,2,1327,0
"2017",1,16,21,356,1,0,30,8,81.9,22,4,1736,0.384615384615385
"2018",1,27,18,342,2,3,20,8,88.7,29,4,1825,0.2
"2019",0,20,18,257,2,3,17,46,114.8,31,6,1705,0.461538461538462
"2020",1,28,13,373,0,2,18,9,156.2,14,6,1289,0.25
"2021",0,7,11,172,2,2,15,19,68.1,18,7,1418,0.272727272727273
"2022",0,17,17,297,3,1,20,16,55.5,22,5,1765,0.307692307692308
"2023",1,31,23,541,3,3,28,0,94.9,31,4,2195,0.470588235294118
"2024",1,21,19,322,0,0,22,24,111.6,19,4,1581,0.545454545454545
"2025",0,23,18,370,1,0,22,15,76,25,4,1869,0.307692307692308
"2026",1,13,7,168,0,4,15,35,72.2,27,9,1706,0.1875
"2027",0,12,19,294,2,1,23,50,61,23,2,1928,0.285714285714286
"2028",0,24,14,314,1,3,17,3,118.9,25,6,1686,0.363636363636364
"2029",1,21,15,175,1,3,16,22,99.8,23,7,1623,0.222222222222222
"2030",1,34,20,412,0,0,14,42,152,21,6,1486,0.142857142857143
"2031",0,17,12,193,0,1,11,71,52.8,20,7,1604,0.166666666666667
"2032",1,7,11,183,2,1,15,25,78,18,6,1515,0.222222222222222
"2033",0,17,17,225,4,1,19,24,52.3,25,5,1782,0.25
"2034",1,10,12,200,3,0,15,11,48.8,12,6,1193,0.3
"2035",1,0,11,184,4,1,18,44,16.1,15,7,1410,0.133333333333333
"2036",0,6,17,283,1,1,20,18,64.2,24,5,1744,0.2
"2037",1,10,13,233,1,0,17,19,85.6,18,2,1344,0.5
"2038",1,16,21,271,2,0,27,30,60.9,21,7,1959,0.214285714285714
"2039",0,21,24,381,2,0,23,10,86.8,30,4,2011,0.538461538461538
"2040",0,14,16,230,4,1,21,20,69.5,19,2,1482,0.375
"2041",1,26,22,316,0,1,24,22,116.2,24,4,1874,0.5
"2042",0,16,13,229,2,3,21,10,62.6,26,5,1888,0.375
"2043",1,20,19,303,1,0,32,43,87.3,13,6,1791,0.285714285714286
"2044",0,24,22,284,2,1,21,22,63.2,20,4,1434,0.428571428571429
"2045",1,37,26,409,1,1,28,15,119.9,20,3,1878,0.416666666666667
"2046",0,21,22,362,1,1,21,5,65.1,26,1,1806,0.307692307692308
"2047",0,20,22,384,1,3,23,17,91.7,25,3,1733,0.230769230769231
"2048",1,38,29,502,1,1,31,13,101.9,34,6,2184,0.375
"2049",0,27,26,389,0,2,29,14,95.5,22,4,2031,0.416666666666667
"2050",0,11,20,269,3,1,20,9,43.3,27,3,1511,0.363636363636364
"2051",1,28,28,410,0,1,31,17,98.8,22,5,1865,0.416666666666667
"2052",0,31,23,294,0,2,18,4,132.5,36,4,2062,0.538461538461538
"2053",1,23,25,415,2,1,29,3,66.2,22,1,1989,0.538461538461538
"2054",0,43,22,436,0,3,22,8,153.3,33,2,2213,0.333333333333333
"2055",1,24,18,302,2,1,20,8,92.9,25,7,1685,0.111111111111111
"2056",1,28,8,145,2,4,12,3,79.7,25,9,1410,0.25
"2057",0,34,24,312,0,1,20,27,118.3,25,3,1737,0.5
"2058",1,29,17,280,1,1,15,0,106.9,32,2,1806,0.357142857142857
"2059",0,13,17,223,1,2,23,33,68.6,17,6,1781,0.4375
"2060",0,20,22,345,2,2,24,16,96.2,25,4,1957,0.5
"2061",1,19,23,406,1,2,26,0,97.8,28,4,1936,0.1
"2062",1,27,27,367,1,4,28,29,79.2,24,5,1890,0.466666666666667
"2063",1,22,26,383,1,1,20,12,71.5,42,3,2246,0.583333333333333
"2064",0,26,18,383,0,1,26,23,113.2,25,5,1981,0.333333333333333
"2065",0,26,27,454,4,2,36,9,64.5,20,5,1958,0.214285714285714
"2066",0,17,16,259,1,2,16,17,76.9,23,4,1397,0.363636363636364
"2067",1,0,13,216,3,2,25,37,53.7,20,5,1894,0.444444444444444
"2068",0,28,22,330,0,1,32,18,73.3,27,4,1873,0.333333333333333
"2069",1,17,13,203,2,1,20,31,103.2,16,5,1371,0.272727272727273
"2070",0,17,17,301,2,0,27,13,94.2,9,4,1373,0.285714285714286
"2071",0,20,23,431,1,1,34,0,97,20,4,1960,0.529411764705882
"2072",1,28,27,413,2,2,32,10,108.4,29,3,2078,0.636363636363636
"2073",0,11,16,262,2,0,21,11,57,23,5,1753,0.285714285714286
"2074",1,17,22,262,5,4,26,29,61.7,25,5,1912,0.5625
"2075",1,22,17,350,0,2,19,24,79.6,22,8,1692,0.230769230769231
"2076",0,24,20,388,1,1,27,0,107.5,33,4,2015,0.571428571428571
"2077",1,33,22,315,1,3,27,26,104.8,39,4,2254,0.428571428571429
"2078",1,20,19,297,0,1,30,15,102.6,25,6,1840,0.4
"2079",1,31,23,379,3,1,16,0,75.5,42,3,2062,0.416666666666667
"2080",0,20,16,259,1,2,19,25,87.5,30,6,2036,0.333333333333333
"2081",0,3,16,256,2,0,18,23,49.3,16,4,1608,0.25
"2082",1,33,23,298,0,3,15,6,93.6,43,4,2016,0.466666666666667
"2083",1,20,18,307,0,3,23,28,100.8,23,4,1950,0.428571428571429
"2084",0,42,27,547,2,0,36,8,123.4,18,2,2087,0.636363636363636
"2085",1,21,15,212,0,1,13,15,108.5,17,6,1160,0.375
"2086",0,15,20,378,2,0,22,10,71.1,22,3,1705,0.2
"2087",0,17,19,295,2,0,19,8,55.8,26,3,1742,0.363636363636364
"2088",1,16,23,458,3,0,30,33,85.9,20,6,2129,0.285714285714286
"2089",1,16,17,372,0,3,21,0,92.7,27,6,1604,0.285714285714286
"2090",0,31,27,476,1,0,29,13,137.2,26,1,2062,0.666666666666667
"2091",0,35,21,379,0,0,21,0,135.7,23,1,1514,0.5
"2092",1,39,29,491,0,1,26,6,134.3,33,0,1994,0.545454545454545
"2093",1,30,25,339,1,3,23,32,84.7,26,6,1947,0.266666666666667
"2094",0,17,14,308,4,1,18,20,62.7,8,4,1166,0
"2095",0,17,14,219,0,0,10,18,62.6,19,7,1222,0.272727272727273
"2096",0,29,20,405,0,1,17,17,101.7,25,4,1807,0.357142857142857
"2097",1,20,15,376,4,1,16,16,78.2,18,1,1680,0.285714285714286
"2098",0,21,21,333,2,0,24,18,73.6,27,4,2028,0.285714285714286
"2099",1,11,17,302,0,0,20,12,74.7,32,4,2125,0.307692307692308
"2100",1,17,13,288,2,3,17,13,86.8,30,7,1941,0.411764705882353
"2101",0,20,14,273,0,3,12,0,98.4,34,6,1849,0.428571428571429
"2102",1,13,18,303,2,2,26,23,75.1,21,5,1986,0.428571428571429
"2103",0,24,21,391,3,4,22,18,83.7,22,6,1825,0.454545454545455
"2104",1,6,21,277,1,1,27,1,77.9,18,3,1711,0.4
"2105",1,18,17,313,0,1,23,23,78,21,4,1879,0.333333333333333
"2106",0,38,19,407,2,4,18,25,117.6,30,6,1829,0.333333333333333
"2107",0,21,14,278,2,0,11,7,70.6,27,3,1554,0.615384615384615
"2108",1,31,21,421,2,1,18,6,133.2,30,4,1880,0.5
"2109",0,21,20,299,0,2,14,6,111.4,42,5,2184,0.5
"2110",0,10,14,263,0,1,17,0,67.6,23,9,1738,0.375
"2111",1,24,19,325,1,2,20,9,69.8,29,7,1920,0.333333333333333
"2112",0,17,15,365,2,1,15,4,109.1,26,4,1732,0.416666666666667
"2113",1,20,22,403,0,0,22,25,96.4,28,3,1924,0.416666666666667
"2114",1,38,22,439,0,0,23,21,140.6,26,3,1888,0.545454545454545
"2115",0,23,18,317,2,3,21,22,127.3,24,1,1743,0.3
"2116",1,20,17,315,2,1,29,7,76.3,16,5,1415,0.428571428571429
"2117",0,24,19,335,1,1,22,13,89.4,19,4,1590,0.583333333333333
"2118",1,16,20,295,2,3,22,0,56.8,36,3,2152,0.357142857142857
"2119",1,24,25,466,0,1,25,13,93.3,36,5,2340,0.411764705882353
"2120",0,3,14,272,3,1,18,8,43.3,23,6,1738,0.4375
"2121",1,26,21,420,0,4,23,0,95.9,25,4,1887,0.285714285714286
"2122",1,18,16,280,4,2,29,14,49.4,11,8,1608,0.285714285714286
"2123",0,16,18,365,0,1,27,0,103.5,20,3,1796,0.166666666666667
"2124",1,9,12,231,4,0,15,29,28.4,18,6,1494,0.230769230769231
"2125",0,26,22,455,2,1,28,8,95.7,20,3,1881,0.454545454545455
"2126",0,17,15,308,5,4,18,13,68.5,25,5,1597,0.2
"2127",1,19,15,285,1,0,16,22,80.3,27,2,1639,0.384615384615385
"2128",0,14,15,280,7,2,17,14,29.4,24,5,1631,0.272727272727273
"2129",1,15,7,190,1,1,17,16,87.3,13,4,1321,0.416666666666667
"2130",0,16,23,317,4,0,28,16,89.6,19,1,1977,0.454545454545455
"2131",0,24,18,294,4,2,31,15,70.5,14,3,1792,0.5
"2132",1,16,18,258,0,2,16,10,93.7,36,5,2247,0.357142857142857
"2133",0,34,14,307,2,3,15,15,74.7,22,6,1591,0.2
"2134",0,10,12,166,2,3,10,19,42.4,25,8,1616,0.2
"2135",1,22,16,373,1,0,24,6,82.5,18,6,1661,0.25
"2136",1,38,19,463,2,2,15,10,123.6,24,3,1609,0.444444444444444
"2137",1,28,26,513,0,1,24,9,114.3,24,3,2025,0.333333333333333
"2138",0,36,23,416,0,3,19,5,103.6,41,6,2265,0.470588235294118
"2139",0,42,23,515,1,3,18,10,107.2,32,4,1684,0.416666666666667
"2140",1,34,12,279,0,2,14,5,136.5,22,3,1399,0.333333333333333
"2141",0,27,25,403,3,1,25,12,72.4,30,6,1950,0.388888888888889
"2142",1,23,16,326,0,2,20,8,92.9,21,2,1838,0.4
"2143",0,23,18,306,1,1,18,7,72.1,21,5,1593,0.25
"2144",1,21,18,314,0,1,14,11,77.8,32,10,1809,0.375
"2145",0,0,20,386,5,0,30,11,42.1,16,4,1734,0.307692307692308
"2146",1,13,23,429,5,2,30,23,50.6,22,1,2159,0.470588235294118
"2147",0,22,18,366,1,0,19,0,71.4,30,5,1925,0.4375
"2148",0,17,12,250,2,2,15,25,64.6,25,7,1658,0.375
"2149",1,14,14,273,2,2,9,12,53.8,33,6,1644,0.384615384615385
"2150",0,3,18,323,1,1,19,10,53.5,22,3,1619,0.357142857142857
"2151",1,10,20,253,3,3,24,20,53.7,31,8,2045,0.388888888888889
"2152",1,20,19,351,1,1,26,16,83.2,21,5,2026,0.4
"2153",0,23,23,337,1,1,26,30,87.9,28,5,2269,0.294117647058824
"2154",1,13,19,297,1,0,30,26,78,14,5,1527,0.285714285714286
"2155",0,24,24,350,0,3,18,25,129.3,38,6,2197,0.533333333333333
"2156",1,22,18,264,1,1,11,15,66.4,37,5,2088,0.25
"2157",1,41,24,410,0,3,20,7,130.7,38,4,1994,0.272727272727273
"2158",0,24,10,229,0,5,14,40,130.5,24,5,1598,0.285714285714286
"2159",0,6,10,206,2,2,14,40,65.6,20,4,1535,0.1
"2160",1,27,13,246,2,5,9,9,38.9,36,8,1910,0.266666666666667
"2161",1,14,13,183,2,0,18,35,71.2,12,7,1210,0.1
"2162",0,13,14,170,2,2,16,47,71.2,23,4,1554,0.285714285714286
"2163",0,17,18,290,1,0,22,4,73,18,5,1548,0.230769230769231
"2164",1,14,17,264,3,0,22,21,69,17,5,1488,0.5
"2165",1,17,18,332,1,1,16,4,80.5,30,2,1675,0.5
"2166",0,14,10,217,5,4,22,26,68.4,18,7,1641,0.230769230769231
"2167",0,27,21,350,1,1,21,15,76.4,19,3,1545,0.538461538461538
"2168",0,31,20,314,1,3,19,1,91.7,21,4,1624,0.333333333333333
"2169",1,17,22,364,1,1,24,37,79.5,18,5,1666,0.166666666666667
"2170",1,13,15,225,2,0,19,12,79.3,23,7,1783,0.0833333333333333
"2171",0,17,20,365,2,2,17,8,71.8,26,4,1832,0.333333333333333
"2172",1,17,23,373,3,0,27,20,77.8,23,3,1812,0.705882352941177
"2173",0,27,12,329,1,3,15,7,136.3,21,4,1549,0.3
"2174",0,13,17,367,4,1,25,40,61.2,22,6,1810,0.411764705882353
"2175",1,13,14,263,1,3,15,2,57.8,25,6,1763,0.181818181818182
"2176",0,17,15,233,3,1,20,43,62.7,14,6,1405,0.285714285714286
"2177",0,17,15,287,3,1,13,18,58,23,5,1357,0.416666666666667
"2178",1,3,6,109,1,1,12,54,39.4,14,8,1282,0.285714285714286
"2179",1,20,18,280,1,3,14,18,66.8,39,4,1967,0.529411764705882
"2180",1,14,16,273,2,1,16,29,60.3,26,4,1710,0.214285714285714
"2181",0,26,18,333,2,3,14,13,112,35,3,1712,0.357142857142857
"2182",0,9,14,318,1,1,17,0,69.3,20,7,1424,0.0833333333333333
"2183",1,23,25,411,5,1,26,17,55.4,30,2,1930,0.5
"2184",1,38,20,369,0,2,13,23,117.4,40,3,2081,0.454545454545455
"2185",0,30,21,479,1,1,21,8,126.9,30,2,1878,0.583333333333333
"2186",0,23,21,290,0,4,16,4,84.4,32,3,1811,0.461538461538462
"2187",1,18,19,383,3,2,19,0,74.7,23,2,1505,0.461538461538462
"2188",1,10,23,330,2,1,22,18,54,26,4,1796,0.363636363636364
"2189",0,45,25,521,1,4,19,8,130.5,42,4,2154,0.625
"2190",0,12,21,344,1,0,20,33,70.6,21,3,1655,0.461538461538462
"2191",1,23,25,388,2,1,18,5,88.8,37,3,1875,0.545454545454545
"2192",1,17,18,291,0,0,18,6,82.3,19,5,1366,0.363636363636364
"2193",0,23,30,509,2,0,29,0,85.7,27,3,1880,0.3
"2194",1,21,19,389,3,0,15,10,94.8,25,4,1377,0.25
"2195",0,10,21,386,3,2,29,16,63.2,22,4,1690,0.5
"2196",0,31,20,371,1,0,23,0,125.1,28,5,1657,0.3
"2197",0,7,21,306,5,0,27,22,37.4,21,6,1857,0.384615384615385
"2198",1,32,30,472,2,2,36,16,91.8,22,4,2016,0.5
"2199",1,7,15,215,3,0,17,36,35.8,26,7,1716,0.3125
"2200",0,17,20,315,0,4,18,17,91.2,37,5,2049,0.4
"2201",0,34,27,513,1,3,21,5,116.5,41,3,2029,0.428571428571429
"2202",1,24,18,270,0,1,16,12,86.5,27,8,1743,0.307692307692308
"2203",1,28,23,396,2,1,33,10,115.5,20,3,1592,0.571428571428571
"2204",1,36,22,360,1,4,23,32,103.1,31,5,2229,0.533333333333333
"2205",0,19,27,442,1,2,24,5,96.7,34,2,2118,0.6875
"2206",1,14,19,338,2,3,21,0,106.3,35,4,2019,0.363636363636364
"2207",0,28,20,349,1,2,20,12,92.1,30,2,1901,0.384615384615385
"2208",1,16,21,270,0,3,16,18,80,35,4,1995,0.461538461538462
"2209",0,20,16,276,4,1,17,23,52.6,20,4,1436,0.333333333333333
"2210",0,24,23,349,2,0,23,17,83,21,3,1704,0.583333333333333
"2211",1,17,18,300,2,3,20,14,69.7,25,5,1656,0.333333333333333
"2212",1,29,22,311,1,4,18,10,87.3,34,3,1991,0.533333333333333
"2213",0,17,20,342,3,0,28,12,78.7,9,4,1334,0.166666666666667
"2214",1,25,20,434,0,0,22,9,112.1,23,4,1547,0.272727272727273
"2215",1,14,26,409,0,2,26,15,85.3,20,6,1750,0.307692307692308
"2216",0,33,21,412,2,2,27,7,93.8,21,4,1657,0.5
"2217",0,27,27,447,3,1,32,6,111.7,25,2,1990,0.545454545454545
"2218",1,3,16,279,3,1,21,16,47.5,22,6,1669,0.166666666666667
"2219",0,10,14,200,1,2,15,22,75.4,25,7,1662,0.307692307692308
"2220",1,15,17,271,1,2,17,6,63.5,31,6,1914,0.4375
"2221",0,30,19,321,0,5,22,7,99.8,24,6,1909,0.230769230769231
"2222",0,20,27,373,0,1,27,4,79.6,23,3,1794,0.363636363636364
"2223",0,20,25,395,1,1,21,40,107.6,35,5,2237,0.5625
"2224",1,21,28,400,5,3,26,18,84,28,3,1813,0.5
"2225",1,21,22,373,1,0,27,10,129.3,18,4,1605,0.5
"2226",0,19,20,392,3,1,21,41,129.3,24,1,1770,0.545454545454545
"2227",1,31,28,455,3,1,28,18,58,28,2,1893,0.722222222222222
"2228",0,48,26,529,0,2,21,0,156.2,34,1,1929,0.615384615384615
"2229",1,27,18,436,2,2,27,9,143.2,23,6,1461,0.4
"2230",1,27,28,455,4,1,30,19,79.7,16,3,1779,0.333333333333333
"2231",0,10,16,311,3,0,25,20,60.3,18,5,1914,0.25
"2232",0,29,30,510,2,0,30,6,114.8,20,2,1701,0.625
"2233",1,26,34,456,4,1,32,23,64.7,32,4,2263,0.461538461538462
"2234",0,34,29,576,4,0,29,20,74.6,27,3,2159,0.555555555555556
"2235",0,28,23,301,2,0,24,24,85.3,21,5,1740,0.416666666666667
"2236",1,3,29,501,4,0,29,8,81.1,24,1,1872,0.6
"2237",0,35,31,510,4,0,25,7,77.3,30,1,1927,0.666666666666667
"2238",1,27,25,412,0,2,29,8,116.6,31,5,2049,0.538461538461538
"2239",1,24,18,315,1,4,20,29,110.4,25,6,1794,0.461538461538462
"2240",1,14,20,279,1,2,18,39,67.2,23,6,1687,0.428571428571429
"2241",0,12,12,241,1,2,13,1,54.7,21,4,1370,0.3
"2242",0,20,27,383,2,0,34,16,95.8,24,2,2119,0.307692307692308
"2243",1,32,22,433,1,1,22,4,121.3,20,4,1514,0.4
"2244",1,17,21,295,4,2,20,20,43.1,26,2,1796,0.454545454545455
"2245",0,20,16,289,0,1,16,19,100.2,31,6,2033,0.166666666666667
"2246",1,31,24,499,1,2,23,25,109.6,32,4,1992,0.285714285714286
"2247",0,55,27,464,1,4,28,9,119.6,30,2,1956,0.615384615384615
"2248",0,24,19,252,0,1,15,46,97.5,22,6,1593,0.272727272727273
"2249",1,26,23,407,7,1,30,35,44.1,14,6,1730,0.333333333333333
"2250",0,23,23,389,4,1,21,18,66.3,30,3,1894,0.466666666666667
"2251",0,34,29,418,1,1,29,16,102.4,26,4,2125,0.428571428571429
"2252",1,30,26,457,3,2,30,19,73.2,26,3,2163,0.466666666666667
"2253",1,17,21,334,4,0,30,15,55.8,8,3,1380,0.384615384615385
"2254",0,35,20,446,2,2,18,0,108.2,34,4,1702,0.461538461538462
"2255",0,28,19,315,1,4,21,27,85.5,31,4,2012,0.411764705882353
"2256",1,38,29,542,4,1,35,7,103,28,2,2055,0.533333333333333
"2257",0,38,23,495,1,3,28,12,123.7,29,3,1999,0.5
"2258",1,20,19,435,5,2,25,6,46.3,21,2,1828,0.529411764705882
"2259",1,22,14,329,3,1,13,8,73.8,21,3,1425,0.125
"2260",0,23,23,310,3,0,23,15,76.6,26,5,1717,0.384615384615385
"2261",1,31,20,339,2,4,23,0,80.3,22,4,1528,0.454545454545455
"2262",0,28,17,353,0,2,25,12,114.5,25,5,1982,0.5
"2263",1,38,28,484,1,2,30,0,117,27,3,2095,0.454545454545455
"2264",0,19,18,339,1,1,25,20,84.7,20,3,1892,0.285714285714286
"2265",1,38,21,324,0,2,17,0,101.2,35,5,1703,0.416666666666667
"2266",0,45,29,454,0,1,33,0,127,25,3,1736,0.583333333333333
"2267",0,25,23,344,1,2,28,16,104.5,24,3,1810,0.333333333333333
"2268",1,3,13,194,3,2,22,23,37.8,5,4,1196,0.111111111111111
"2269",0,46,30,544,1,1,28,7,123.2,37,0,2165,0.625
"2270",1,24,20,251,2,2,26,7,61.9,18,5,1607,0.5
"2271",1,24,20,417,2,1,27,3,95.8,13,4,1393,0.333333333333333
"2272",1,26,17,303,0,1,15,0,120.9,26,3,1257,0.454545454545455
